split,stage,metric,value
train,before,accuracy,0.7991266375545851
train,before,balanced_accuracy,0.7991977993167466
train,before,macro_f1,0.7986581493651798
train,before,log_loss,0.4774946781818454
train,before,brier_multiclass,0.2790131498026269
train,before,ece_15bin,0.04304196430615387
train,before,top1_prob_mean,0.7560846209526062
train,before,top1_prob_p25,0.6057792752981186
train,before,top1_prob_p50,0.7693037688732147
train,before,top1_prob_p75,0.9269585311412811
train,before,top1_top2_margin_mean,0.5611060261726379
train,before,predictive_entropy_mean,0.5741215944290161
train,before,n,6412.0
train,after,accuracy,0.7991266375545851
train,after,balanced_accuracy,0.7991977993167466
train,after,macro_f1,0.7986581493651798
train,after,log_loss,0.6966295155755561
train,after,brier_multiclass,0.37080332658152293
train,after,ece_15bin,0.24258415626404967
train,after,top1_prob_mean,0.5565424561500549
train,after,top1_prob_p25,0.4443218559026718
train,after,top1_prob_p50,0.5364664494991302
train,after,top1_prob_p75,0.65447036921978
train,after,top1_top2_margin_mean,0.2936041057109833
train,after,predictive_entropy_mean,1.0812087059020996
train,after,n,6412.0
val,before,accuracy,0.5431754874651811
val,before,balanced_accuracy,0.5428364531864894
val,before,macro_f1,0.5390397007684168
val,before,log_loss,1.418694276509904
val,before,brier_multiclass,0.6420730624345419
val,before,ece_15bin,0.20217198780984266
val,before,top1_prob_mean,0.741520881652832
val,before,top1_prob_p25,0.5916082710027695
val,before,top1_prob_p50,0.7494487166404724
val,before,top1_prob_p75,0.908023864030838
val,before,top1_top2_margin_mean,0.5411181449890137
val,before,predictive_entropy_mean,0.6132620573043823
val,before,n,1436.0
val,after,accuracy,0.5431754874651811
val,after,balanced_accuracy,0.5428364531864894
val,after,macro_f1,0.5390397007684168
val,after,log_loss,1.1009176313145594
val,after,brier_multiclass,0.5748383295842655
val,after,ece_15bin,0.04499493995914884
val,after,top1_prob_mean,0.5444626808166504
val,after,top1_prob_p25,0.4280415028333664
val,after,top1_prob_p50,0.5191675424575806
val,after,top1_prob_p75,0.6378412991762161
val,after,top1_top2_margin_mean,0.2816937267780304
val,after,predictive_entropy_mean,1.0999970436096191
val,after,n,1436.0
test,before,accuracy,0.5346881569726699
test,before,balanced_accuracy,0.5346942452896869
test,before,macro_f1,0.5226665828831373
test,before,log_loss,1.447652954061885
test,before,brier_multiclass,0.650129614921947
test,before,ece_15bin,0.17067101353436145
test,before,top1_prob_mean,0.7053592205047607
test,before,top1_prob_p25,0.5536543428897858
test,before,top1_prob_p50,0.7000300884246826
test,before,top1_prob_p75,0.8706105649471283
test,before,top1_top2_margin_mean,0.4836364984512329
test,before,predictive_entropy_mean,0.684580385684967
test,before,n,1427.0
test,after,accuracy,0.5346881569726699
test,after,balanced_accuracy,0.5346942452896869
test,after,macro_f1,0.5226665828831373
test,after,log_loss,1.155550825067141
test,after,brier_multiclass,0.5999192891609393
test,after,ece_15bin,0.03536103814109357
test,after,top1_prob_mean,0.5094613432884216
test,after,top1_prob_p25,0.39685240387916565
test,after,top1_prob_p50,0.4898928701877594
test,after,top1_prob_p75,0.5963941812515259
test,after,top1_top2_margin_mean,0.23549170792102814
test,after,predictive_entropy_mean,1.1695433855056763
test,after,n,1427.0
—,—,fitted_temperature,2.4387190341949463
—,—,lbfgs_n_closures,28.0
—,—,final_val_nll,1.1009174585342407
