split,stage,metric,value
train,before,accuracy,0.6653150343106675
train,before,balanced_accuracy,0.6653448123300006
train,before,macro_f1,0.6667987139525814
train,before,log_loss,0.8043479636652373
train,before,brier_multiclass,0.44792465168446804
train,before,ece_15bin,0.057959847463642286
train,before,top1_prob_mean,0.6073551774024963
train,before,top1_prob_p25,0.48399748653173447
train,before,top1_prob_p50,0.585422158241272
train,before,top1_prob_p75,0.7239314466714859
train,before,top1_top2_margin_mean,0.3443705141544342
train,before,predictive_entropy_mean,0.9146679043769836
train,before,n,6412.0
train,after,accuracy,0.6653150343106675
train,after,balanced_accuracy,0.6653448123300006
train,after,macro_f1,0.6667987139525814
train,after,log_loss,0.89940920325539
train,after,brier_multiclass,0.4849979273447026
train,after,ece_15bin,0.16442837922863487
train,after,top1_prob_mean,0.5009487271308899
train,after,top1_prob_p25,0.3949234411120415
train,after,top1_prob_p50,0.4844040423631668
train,after,top1_prob_p75,0.5834619253873825
train,after,top1_top2_margin_mean,0.22139020264148712
train,after,predictive_entropy_mean,1.184019684791565
train,after,n,6412.0
val,before,accuracy,0.5313370473537604
val,before,balanced_accuracy,0.5310731620484699
val,before,macro_f1,0.5302074678338988
val,before,log_loss,1.2446698165888923
val,before,brier_multiclass,0.6194954829648602
val,before,ece_15bin,0.09579692848421072
val,before,top1_prob_mean,0.6134727001190186
val,before,top1_prob_p25,0.48823537677526474
val,before,top1_prob_p50,0.5934896171092987
val,before,top1_prob_p75,0.7229397594928741
val,before,top1_top2_margin_mean,0.35472238063812256
val,before,predictive_entropy_mean,0.9022188186645508
val,before,n,1436.0
val,after,accuracy,0.5313370473537604
val,after,balanced_accuracy,0.5310731620484699
val,after,macro_f1,0.5302074678338988
val,after,log_loss,1.1693998965781098
val,after,brier_multiclass,0.602859813047689
val,after,ece_15bin,0.0565825494468046
val,after,top1_prob_mean,0.5075232982635498
val,after,top1_prob_p25,0.4012329652905464
val,after,top1_prob_p50,0.4834509938955307
val,after,top1_prob_p75,0.5844350457191467
val,after,top1_top2_margin_mean,0.23118655383586884
val,after,predictive_entropy_mean,1.1683070659637451
val,after,n,1436.0
test,before,accuracy,0.5206727400140154
test,before,balanced_accuracy,0.5207319126965193
test,before,macro_f1,0.5149993823443527
test,before,log_loss,1.1956505592480018
test,before,brier_multiclass,0.6240254561235481
test,before,ece_15bin,0.0965326626399387
test,before,top1_prob_mean,0.5928781628608704
test,before,top1_prob_p25,0.4709860682487488
test,before,top1_prob_p50,0.5689762234687805
test,before,top1_prob_p75,0.7050850987434387
test,before,top1_top2_margin_mean,0.3326178193092346
test,before,predictive_entropy_mean,0.9598950743675232
test,before,n,1427.0
test,after,accuracy,0.5206727400140154
test,after,balanced_accuracy,0.5207319126965193
test,after,macro_f1,0.5149993823443527
test,after,log_loss,1.161203408134829
test,after,brier_multiclass,0.6126421297321348
test,after,ece_15bin,0.050409813380859585
test,after,top1_prob_mean,0.4851517677307129
test,after,top1_prob_p25,0.38049957156181335
test,after,top1_prob_p50,0.46997958421707153
test,after,top1_prob_p75,0.5665809214115143
test,after,top1_top2_margin_mean,0.21093912422657013
test,after,predictive_entropy_mean,1.2277265787124634
test,after,n,1427.0
—,—,fitted_temperature,1.5988824367523193
—,—,lbfgs_n_closures,20.0
—,—,final_val_nll,1.1693999767303467
