split,stage,metric,value
train,before,accuracy,0.8849033063006863
train,before,balanced_accuracy,0.8846012038708327
train,before,macro_f1,0.8842919317342344
train,before,log_loss,0.31040099313414876
train,before,brier_multiclass,0.17540059364853824
train,before,ece_15bin,0.06185669500290119
train,before,top1_prob_mean,0.8230466246604919
train,before,top1_prob_p25,0.6947341859340668
train,before,top1_prob_p50,0.8785133957862854
train,before,top1_prob_p75,0.9774483889341354
train,before,top1_top2_margin_mean,0.6756079196929932
train,before,predictive_entropy_mean,0.43192771077156067
train,before,n,6412.0
train,after,accuracy,0.8849033063006863
train,after,balanced_accuracy,0.8846012038708327
train,after,macro_f1,0.8842919317342344
train,after,log_loss,0.6031162673039518
train,after,brier_multiclass,0.3078847705866371
train,after,ece_15bin,0.2992515723225071
train,after,top1_prob_mean,0.5856517553329468
train,after,top1_prob_p25,0.47210369259119034
train,after,top1_prob_p50,0.5692155063152313
train,after,top1_prob_p75,0.7007794082164764
train,after,top1_top2_margin_mean,0.3398664891719818
train,after,predictive_entropy_mean,1.0426808595657349
train,after,n,6412.0
val,before,accuracy,0.5473537604456824
val,before,balanced_accuracy,0.5474433568044491
val,before,macro_f1,0.5436671012518389
val,before,log_loss,1.5651050635329644
val,before,brier_multiclass,0.6581638388393427
val,before,ece_15bin,0.22507600430243524
val,before,top1_prob_mean,0.7724297642707825
val,before,top1_prob_p25,0.6055997163057327
val,before,top1_prob_p50,0.7907809019088745
val,before,top1_prob_p75,0.9649133682250977
val,before,top1_top2_margin_mean,0.5914263129234314
val,before,predictive_entropy_mean,0.5314502716064453
val,before,n,1436.0
val,after,accuracy,0.5473537604456824
val,after,balanced_accuracy,0.5474433568044491
val,after,macro_f1,0.5436671012518389
val,after,log_loss,1.0950530014907853
val,after,brier_multiclass,0.5696529759862761
val,after,ece_15bin,0.03266781705501684
val,after,top1_prob_mean,0.5489035248756409
val,after,top1_prob_p25,0.4221402034163475
val,after,top1_prob_p50,0.519510954618454
val,after,top1_prob_p75,0.6666897535324097
val,after,top1_top2_margin_mean,0.29029422998428345
val,after,predictive_entropy_mean,1.0946158170700073
val,after,n,1436.0
test,before,accuracy,0.5003503854239664
test,before,balanced_accuracy,0.5004464808480499
test,before,macro_f1,0.49870412363631406
test,before,log_loss,1.8009151269121566
test,before,brier_multiclass,0.7285201331323512
test,before,ece_15bin,0.262637320020939
test,before,top1_prob_mean,0.7629876136779785
test,before,top1_prob_p25,0.5993120074272156
test,before,top1_prob_p50,0.7806023955345154
test,before,top1_prob_p75,0.9420051276683807
test,before,top1_top2_margin_mean,0.5782394409179688
test,before,predictive_entropy_mean,0.5620173811912537
test,before,n,1427.0
test,after,accuracy,0.5003503854239664
test,after,balanced_accuracy,0.5004464808480499
test,after,macro_f1,0.49870412363631406
test,after,log_loss,1.2048962189076897
test,after,brier_multiclass,0.6207879419719454
test,after,ece_15bin,0.048571529176240205
test,after,top1_prob_mean,0.5308888554573059
test,after,top1_prob_p25,0.4113057106733322
test,after,top1_prob_p50,0.5026713013648987
test,after,top1_prob_p75,0.631482720375061
test,after,top1_top2_margin_mean,0.2705802321434021
test,after,predictive_entropy_mean,1.1383519172668457
test,after,n,1427.0
—,—,fitted_temperature,2.8416266441345215
—,—,lbfgs_n_closures,30.0
—,—,final_val_nll,1.09505295753479
