split,stage,metric,value
train,before,accuracy,0.5820336868371803
train,before,balanced_accuracy,0.580911688708739
train,before,macro_f1,0.5697370891373524
train,before,log_loss,0.9886071685795338
train,before,brier_multiclass,0.5311038085255189
train,before,ece_15bin,0.05728345761262693
train,before,top1_prob_mean,0.525286853313446
train,before,top1_prob_p25,0.41087474673986435
train,before,top1_prob_p50,0.49684083461761475
train,before,top1_prob_p75,0.6130258142948151
train,before,top1_top2_margin_mean,0.25397685170173645
train,before,predictive_entropy_mean,1.1207295656204224
train,before,n,6412.0
train,after,accuracy,0.5820336868371803
train,after,balanced_accuracy,0.580911688708739
train,after,macro_f1,0.5697370891373524
train,after,log_loss,1.0005018043586327
train,after,brier_multiclass,0.5351898534830065
train,after,ece_15bin,0.07531624358479706
train,after,top1_prob_mean,0.5073110461235046
train,after,top1_prob_p25,0.3963455781340599
train,after,top1_prob_p50,0.48102016746997833
train,after,top1_prob_p75,0.5889925956726074
train,after,top1_top2_margin_mean,0.2348199486732483
train,after,predictive_entropy_mean,1.1658834218978882
train,after,n,6412.0
val,before,accuracy,0.5348189415041783
val,before,balanced_accuracy,0.5350458460635097
val,before,macro_f1,0.5207465620201454
val,before,log_loss,1.130753778855047
val,before,brier_multiclass,0.5833935632158352
val,before,ece_15bin,0.04459347962959563
val,before,top1_prob_mean,0.5463908910751343
val,before,top1_prob_p25,0.4117519184947014
val,before,top1_prob_p50,0.5106956958770752
val,before,top1_prob_p75,0.6563546508550644
val,before,top1_top2_margin_mean,0.28786006569862366
val,before,predictive_entropy_mean,1.0823018550872803
val,before,n,1436.0
val,after,accuracy,0.5348189415041783
val,after,balanced_accuracy,0.5350458460635097
val,after,macro_f1,0.5207465620201454
val,after,log_loss,1.1288229936333976
val,after,brier_multiclass,0.5828051863092324
val,after,ece_15bin,0.04124306896727397
val,after,top1_prob_mean,0.5280715227127075
val,after,top1_prob_p25,0.39759108424186707
val,after,top1_prob_p50,0.4958997368812561
val,after,top1_prob_p75,0.6274041831493378
val,after,top1_top2_margin_mean,0.2675643861293793
val,after,predictive_entropy_mean,1.1282817125320435
val,after,n,1436.0
test,before,accuracy,0.5101611772950245
test,before,balanced_accuracy,0.5105236153284755
test,before,macro_f1,0.4957748468770724
test,before,log_loss,1.1227404251993618
test,before,brier_multiclass,0.5960267986128595
test,before,ece_15bin,0.03826190168906026
test,before,top1_prob_mean,0.5113452672958374
test,before,top1_prob_p25,0.39920826256275177
test,before,top1_prob_p50,0.4805085062980652
test,before,top1_prob_p75,0.6010098159313202
test,before,top1_top2_margin_mean,0.2418748438358307
test,before,predictive_entropy_mean,1.1559466123580933
test,before,n,1427.0
test,after,accuracy,0.5101611772950245
test,after,balanced_accuracy,0.5105236153284755
test,after,macro_f1,0.4957748468770724
test,after,log_loss,1.1270270628661034
test,after,brier_multiclass,0.5967373757106709
test,after,ece_15bin,0.036085134798944124
test,after,top1_prob_mean,0.49338945746421814
test,after,top1_prob_p25,0.3858423978090286
test,after,top1_prob_p50,0.46394094824790955
test,after,top1_prob_p75,0.5766804814338684
test,after,top1_top2_margin_mean,0.22316356003284454
test,after,predictive_entropy_mean,1.2005995512008667
test,after,n,1427.0
—,—,fitted_temperature,1.083113431930542
—,—,lbfgs_n_closures,20.0
—,—,final_val_nll,1.128822922706604
