split,stage,metric,value
train,before,accuracy,0.7490642545227698
train,before,balanced_accuracy,0.7487903854920474
train,before,macro_f1,0.7477042751070622
train,before,log_loss,0.6039619972619067
train,before,brier_multiclass,0.3421269073425774
train,before,ece_15bin,0.027391036590113913
train,before,top1_prob_mean,0.7216731905937195
train,before,top1_prob_p25,0.5649047046899796
train,before,top1_prob_p50,0.7219678461551666
train,before,top1_prob_p75,0.9005530178546906
train,before,top1_top2_margin_mean,0.5156158804893494
train,before,predictive_entropy_mean,0.6635531783103943
train,before,n,6412.0
train,after,accuracy,0.7490642545227698
train,after,balanced_accuracy,0.7487903854920474
train,after,macro_f1,0.7477042751070622
train,after,log_loss,0.7830658786947808
train,after,brier_multiclass,0.41570591440179566
train,after,ece_15bin,0.2178359369672394
train,after,top1_prob_mean,0.5313520431518555
train,after,top1_prob_p25,0.41575802117586136
train,after,top1_prob_p50,0.5104148983955383
train,after,top1_prob_p75,0.633204460144043
train,after,top1_top2_margin_mean,0.2700228691101074
train,after,predictive_entropy_mean,1.1422648429870605
train,after,n,6412.0
val,before,accuracy,0.5222841225626741
val,before,balanced_accuracy,0.522135105505011
val,before,macro_f1,0.5167731338066607
val,before,log_loss,1.4182805058868007
val,before,brier_multiclass,0.6585245567977596
val,before,ece_15bin,0.18695704659711682
val,before,top1_prob_mean,0.706413984298706
val,before,top1_prob_p25,0.55153389275074
val,before,top1_prob_p50,0.6970084011554718
val,before,top1_prob_p75,0.8837975114583969
val,before,top1_top2_margin_mean,0.4912485182285309
val,before,predictive_entropy_mean,0.6928008198738098
val,before,n,1436.0
val,after,accuracy,0.5222841225626741
val,after,balanced_accuracy,0.522135105505011
val,after,macro_f1,0.5167731338066607
val,after,log_loss,1.154150999616192
val,after,brier_multiclass,0.5973671792203689
val,after,ece_15bin,0.03510688189261472
val,after,top1_prob_mean,0.5226602554321289
val,after,top1_prob_p25,0.403583325445652
val,after,top1_prob_p50,0.4978400617837906
val,after,top1_prob_p75,0.621120810508728
val,after,top1_top2_margin_mean,0.2579713463783264
val,after,predictive_entropy_mean,1.153464436531067
val,after,n,1436.0
test,before,accuracy,0.4877365101611773
test,before,balanced_accuracy,0.48781853892892824
test,before,macro_f1,0.4778498796413381
test,before,log_loss,1.3139385174023628
test,before,brier_multiclass,0.6665795994408138
test,before,ece_15bin,0.19108074535919226
test,before,top1_prob_mean,0.6788172721862793
test,before,top1_prob_p25,0.5253977477550507
test,before,top1_prob_p50,0.6621385812759399
test,before,top1_prob_p75,0.8464773595333099
test,before,top1_top2_margin_mean,0.4512910842895508
test,before,predictive_entropy_mean,0.7523042559623718
test,before,n,1427.0
test,after,accuracy,0.4877365101611773
test,after,balanced_accuracy,0.48781853892892824
test,after,macro_f1,0.4778498796413381
test,after,log_loss,1.1426680973370438
test,after,brier_multiclass,0.6096780314051113
test,after,ece_15bin,0.03629511502880104
test,after,top1_prob_mean,0.4948330223560333
test,after,top1_prob_p25,0.38054947555065155
test,after,top1_prob_p50,0.4719330966472626
test,after,top1_prob_p75,0.5849729478359222
test,after,top1_top2_margin_mean,0.22626885771751404
test,after,predictive_entropy_mean,1.2131706476211548
test,after,n,1427.0
—,—,fitted_temperature,2.2601280212402344
—,—,lbfgs_n_closures,26.0
—,—,final_val_nll,1.1541507244110107
