split,stage,metric,value
train,before,accuracy,0.758109794135995
train,before,balanced_accuracy,0.7576011423195519
train,before,macro_f1,0.7559896415445144
train,before,log_loss,0.5931040935477976
train,before,brier_multiclass,0.3315056166059134
train,before,ece_15bin,0.0590628837505431
train,before,top1_prob_mean,0.6990469694137573
train,before,top1_prob_p25,0.5455481261014938
train,before,top1_prob_p50,0.6978796422481537
train,before,top1_prob_p75,0.8654811829328537
train,before,top1_top2_margin_mean,0.4791518747806549
train,before,predictive_entropy_mean,0.7130039930343628
train,before,n,6412.0
train,after,accuracy,0.758109794135995
train,after,balanced_accuracy,0.7576011423195519
train,after,macro_f1,0.7559896415445144
train,after,log_loss,0.7567309894206139
train,after,brier_multiclass,0.401965062315198
train,after,ece_15bin,0.2161699718960136
train,after,top1_prob_mean,0.5420021414756775
train,after,top1_prob_p25,0.424274243414402
train,after,top1_prob_p50,0.5267830193042755
train,after,top1_prob_p75,0.6473613381385803
train,after,top1_top2_margin_mean,0.27619436383247375
train,after,predictive_entropy_mean,1.106757640838623
train,after,n,6412.0
val,before,accuracy,0.5243732590529248
val,before,balanced_accuracy,0.5242921117543135
val,before,macro_f1,0.5169202846131583
val,before,log_loss,1.2963353810975125
val,before,brier_multiclass,0.6208398953489779
val,before,ece_15bin,0.15396048757442193
val,before,top1_prob_mean,0.6776073575019836
val,before,top1_prob_p25,0.5331887751817703
val,before,top1_prob_p50,0.6544668972492218
val,before,top1_prob_p75,0.8255985230207443
val,before,top1_top2_margin_mean,0.4439180791378021
val,before,predictive_entropy_mean,0.7511870265007019
val,before,n,1436.0
val,after,accuracy,0.5243732590529248
val,after,balanced_accuracy,0.5242921117543135
val,after,macro_f1,0.5169202846131583
val,after,log_loss,1.1278791035589335
val,after,brier_multiclass,0.584356884958885
val,after,ece_15bin,0.04757223412145481
val,after,top1_prob_mean,0.5271573066711426
val,after,top1_prob_p25,0.408132828772068
val,after,top1_prob_p50,0.5035260915756226
val,after,top1_prob_p75,0.6111394017934799
val,after,top1_top2_margin_mean,0.256233274936676
val,after,predictive_entropy_mean,1.127238392829895
val,after,n,1436.0
test,before,accuracy,0.5213735108619482
test,before,balanced_accuracy,0.5215720392904664
test,before,macro_f1,0.5134446890680403
test,before,log_loss,1.2143680777651444
test,before,brier_multiclass,0.6281351803038471
test,before,ece_15bin,0.14149246609703844
test,before,top1_prob_mean,0.6610932350158691
test,before,top1_prob_p25,0.5222997963428497
test,before,top1_prob_p50,0.642749547958374
test,before,top1_prob_p75,0.7982235550880432
test,before,top1_top2_margin_mean,0.4230913519859314
test,before,predictive_entropy_mean,0.8023776412010193
test,before,n,1427.0
test,after,accuracy,0.5213735108619482
test,after,balanced_accuracy,0.5215720392904664
test,after,macro_f1,0.5134446890680403
test,after,log_loss,1.116774074446031
test,after,brier_multiclass,0.5945535667500232
test,after,ece_15bin,0.03616901652622491
test,after,top1_prob_mean,0.5018040537834167
test,after,top1_prob_p25,0.39891980588436127
test,after,top1_prob_p50,0.4834275543689728
test,after,top1_prob_p75,0.5930123627185822
test,after,top1_top2_margin_mean,0.22848816215991974
test,after,predictive_entropy_mean,1.1919680833816528
test,after,n,1427.0
—,—,fitted_temperature,1.9699413776397705
—,—,lbfgs_n_closures,20.0
—,—,final_val_nll,1.1278789043426514
