split,stage,metric,value
train,before,accuracy,0.87117903930131
train,before,balanced_accuracy,0.8711779142211865
train,before,macro_f1,0.8716338797644486
train,before,log_loss,0.3396287618426802
train,before,brier_multiclass,0.188810001263644
train,before,ece_15bin,0.04563925884715185
train,before,top1_prob_mean,0.8258893489837646
train,before,top1_prob_p25,0.6998389661312103
train,before,top1_prob_p50,0.8868531286716461
train,before,top1_prob_p75,0.9783005714416504
train,before,top1_top2_margin_mean,0.6823247671127319
train,before,predictive_entropy_mean,0.4297794997692108
train,before,n,6412.0
train,after,accuracy,0.87117903930131
train,after,balanced_accuracy,0.8711779142211865
train,after,macro_f1,0.8716338797644486
train,after,log_loss,0.7004990702744579
train,after,brier_multiclass,0.35633369958684985
train,after,ece_15bin,0.3366884730537832
train,after,top1_prob_mean,0.5344905257225037
train,after,top1_prob_p25,0.4255489930510521
train,after,top1_prob_p50,0.5141359865665436
train,after,top1_prob_p75,0.6306069046258926
train,after,top1_top2_margin_mean,0.28499966859817505
train,after,predictive_entropy_mean,1.1723471879959106
train,after,n,6412.0
val,before,accuracy,0.5083565459610028
val,before,balanced_accuracy,0.5082127864349204
val,before,macro_f1,0.5097247533591943
val,before,log_loss,1.9379055705777242
val,before,brier_multiclass,0.7360370557372161
val,before,ece_15bin,0.2638083619576643
val,before,top1_prob_mean,0.769619345664978
val,before,top1_prob_p25,0.6107514351606369
val,before,top1_prob_p50,0.7909572422504425
val,before,top1_prob_p75,0.9488440752029419
val,before,top1_top2_margin_mean,0.5869297385215759
val,before,predictive_entropy_mean,0.5447149872779846
val,before,n,1436.0
val,after,accuracy,0.5083565459610028
val,after,balanced_accuracy,0.5082127864349204
val,after,macro_f1,0.5097247533591943
val,after,log_loss,1.227381147502075
val,after,brier_multiclass,0.6204426311184231
val,after,ece_15bin,0.045948612552997474
val,after,top1_prob_mean,0.495191365480423
val,after,top1_prob_p25,0.3847867473959923
val,after,top1_prob_p50,0.46829719841480255
val,after,top1_prob_p75,0.5813207030296326
val,after,top1_top2_margin_mean,0.23149292171001434
val,after,predictive_entropy_mean,1.2266829013824463
val,after,n,1436.0
test,before,accuracy,0.4730203223545901
test,before,balanced_accuracy,0.47306493302194735
test,before,macro_f1,0.4719722996541647
test,before,log_loss,1.6344719887879
test,before,brier_multiclass,0.7376703257982509
test,before,ece_15bin,0.27270986942787145
test,before,top1_prob_mean,0.7457301616668701
test,before,top1_prob_p25,0.5874603092670441
test,before,top1_prob_p50,0.7601539492607117
test,before,top1_prob_p75,0.9200426638126373
test,before,top1_top2_margin_mean,0.5508033037185669
test,before,predictive_entropy_mean,0.5981868505477905
test,before,n,1427.0
test,after,accuracy,0.4730203223545901
test,after,balanced_accuracy,0.47306493302194735
test,after,macro_f1,0.4719722996541647
test,after,log_loss,1.1806769788580054
test,after,brier_multiclass,0.6188896946102347
test,after,ece_15bin,0.02708487081084956
test,after,top1_prob_mean,0.4666652977466583
test,after,top1_prob_p25,0.36467157304286957
test,after,top1_prob_p50,0.4437629282474518
test,after,top1_prob_p75,0.5438041388988495
test,after,top1_top2_margin_mean,0.20025773346424103
test,after,predictive_entropy_mean,1.2872439622879028
test,after,n,1427.0
—,—,fitted_temperature,3.472804307937622
—,—,lbfgs_n_closures,24.0
—,—,final_val_nll,1.2273811101913452
