split,stage,metric,value
train,before,accuracy,0.6932314410480349
train,before,balanced_accuracy,0.6927194078563362
train,before,macro_f1,0.6918629923787937
train,before,log_loss,0.7330407078052816
train,before,brier_multiclass,0.4123725573522064
train,before,ece_15bin,0.05864290808486105
train,before,top1_prob_mean,0.6345884799957275
train,before,top1_prob_p25,0.5035945922136307
train,before,top1_prob_p50,0.6094413995742798
train,before,top1_prob_p75,0.7649312615394592
train,before,top1_top2_margin_mean,0.38054153323173523
train,before,predictive_entropy_mean,0.8477511405944824
train,before,n,6412.0
train,after,accuracy,0.6932314410480349
train,after,balanced_accuracy,0.6927194078563362
train,after,macro_f1,0.6918629923787937
train,after,log_loss,0.8074079188303525
train,after,brier_multiclass,0.44178581210626794
train,after,ece_15bin,0.14672862262890923
train,after,top1_prob_mean,0.5465028285980225
train,after,top1_prob_p25,0.4366164356470108
train,after,top1_prob_p50,0.5216041207313538
train,after,top1_prob_p75,0.6374819129705429
train,after,top1_top2_margin_mean,0.2718011140823364
train,after,predictive_entropy_mean,1.0690337419509888
train,after,n,6412.0
val,before,accuracy,0.5501392757660167
val,before,balanced_accuracy,0.5499782226902233
val,before,macro_f1,0.5470248924883614
val,before,log_loss,1.1098826554137013
val,before,brier_multiclass,0.5697456210786359
val,before,ece_15bin,0.08372502888145551
val,before,top1_prob_mean,0.6338643431663513
val,before,top1_prob_p25,0.5042216926813126
val,before,top1_prob_p50,0.6057928204536438
val,before,top1_prob_p75,0.7542455643415451
val,before,top1_top2_margin_mean,0.37776485085487366
val,before,predictive_entropy_mean,0.8436923623085022
val,before,n,1436.0
val,after,accuracy,0.5501392757660167
val,after,balanced_accuracy,0.5499782226902233
val,after,macro_f1,0.5470248924883614
val,after,log_loss,1.0603776069386908
val,after,brier_multiclass,0.5575866124478304
val,after,ece_15bin,0.03395398750818208
val,after,top1_prob_mean,0.5481922626495361
val,after,top1_prob_p25,0.4376395121216774
val,after,top1_prob_p50,0.518691748380661
val,after,top1_prob_p75,0.6340960115194321
val,after,top1_top2_margin_mean,0.27315881848335266
val,after,predictive_entropy_mean,1.059576153755188
val,after,n,1436.0
test,before,accuracy,0.5669236159775753
test,before,balanced_accuracy,0.5672460955935449
test,before,macro_f1,0.560025186850068
test,before,log_loss,1.0909331547621561
test,before,brier_multiclass,0.5658289224030818
test,before,ece_15bin,0.05526889339559298
test,before,top1_prob_mean,0.6118332743644714
test,before,top1_prob_p25,0.4871322363615036
test,before,top1_prob_p50,0.5916765928268433
test,before,top1_prob_p75,0.7313561737537384
test,before,top1_top2_margin_mean,0.34893107414245605
test,before,predictive_entropy_mean,0.8969801664352417
test,before,n,1427.0
test,after,accuracy,0.5669236159775753
test,after,balanced_accuracy,0.5672460955935449
test,after,macro_f1,0.560025186850068
test,after,log_loss,1.0651585475650533
test,after,brier_multiclass,0.5644455134609248
test,after,ece_15bin,0.0449021123219138
test,after,top1_prob_mean,0.5241648554801941
test,after,top1_prob_p25,0.41902098059654236
test,after,top1_prob_p50,0.5064242482185364
test,after,top1_prob_p75,0.6173044145107269
test,after,top1_top2_margin_mean,0.24352321028709412
test,after,predictive_entropy_mean,1.1137632131576538
test,after,n,1427.0
—,—,fitted_temperature,1.476220965385437
—,—,lbfgs_n_closures,20.0
—,—,final_val_nll,1.060377597808838
