split,stage,metric,value
train,before,accuracy,0.6551777916406737
train,before,balanced_accuracy,0.6545820508315748
train,before,macro_f1,0.6513465396524596
train,before,log_loss,0.8446273399494587
train,before,brier_multiclass,0.46466103432513595
train,before,ece_15bin,0.08208586377366514
train,before,top1_prob_mean,0.5730919241905212
train,before,top1_prob_p25,0.4585479199886322
train,before,top1_prob_p50,0.5452433526515961
train,before,top1_prob_p75,0.6665816158056259
train,before,top1_top2_margin_mean,0.3037045896053314
train,before,predictive_entropy_mean,0.9964395761489868
train,before,n,6412.0
train,after,accuracy,0.6551777916406737
train,after,balanced_accuracy,0.6545820508315748
train,after,macro_f1,0.6513465396524596
train,after,log_loss,0.9049940794215809
train,after,brier_multiclass,0.488420460475476
train,after,ece_15bin,0.14813901048039768
train,after,top1_prob_mean,0.5071629285812378
train,after,top1_prob_p25,0.404953271150589
train,after,top1_prob_p50,0.4874887615442276
train,after,top1_prob_p75,0.5802147686481476
train,after,top1_top2_margin_mean,0.2296912521123886
train,after,predictive_entropy_mean,1.163333535194397
train,after,n,6412.0
val,before,accuracy,0.5487465181058496
val,before,balanced_accuracy,0.5488084134308571
val,before,macro_f1,0.544175516955434
val,before,log_loss,1.1550485382728917
val,before,brier_multiclass,0.5844875801645683
val,before,ece_15bin,0.058880951577242366
val,before,top1_prob_mean,0.5855066776275635
val,before,top1_prob_p25,0.47346100956201553
val,before,top1_prob_p50,0.5501071214675903
val,before,top1_prob_p75,0.6711910963058472
val,before,top1_top2_margin_mean,0.31842488050460815
val,before,predictive_entropy_mean,0.9606133103370667
val,before,n,1436.0
val,after,accuracy,0.5487465181058496
val,after,balanced_accuracy,0.5488084134308571
val,after,macro_f1,0.544175516955434
val,after,log_loss,1.127705146417061
val,after,brier_multiclass,0.5803934076011255
val,after,ece_15bin,0.038473225891341084
val,after,top1_prob_mean,0.5207509994506836
val,after,top1_prob_p25,0.41167160868644714
val,after,top1_prob_p50,0.4953556954860687
val,after,top1_prob_p75,0.5851288437843323
val,after,top1_top2_margin_mean,0.2444806545972824
val,after,predictive_entropy_mean,1.1266473531723022
val,after,n,1436.0
test,before,accuracy,0.5494043447792571
test,before,balanced_accuracy,0.5496696404389175
test,before,macro_f1,0.5402570630562723
test,before,log_loss,1.0981612414835211
test,before,brier_multiclass,0.5867336982513212
test,before,ece_15bin,0.05121184291335028
test,before,top1_prob_mean,0.5648643970489502
test,before,top1_prob_p25,0.45201267302036285
test,before,top1_prob_p50,0.5418238043785095
test,before,top1_prob_p75,0.6507414877414703
test,before,top1_top2_margin_mean,0.29712042212486267
test,before,predictive_entropy_mean,1.0260640382766724
test,before,n,1427.0
test,after,accuracy,0.5494043447792571
test,after,balanced_accuracy,0.5496696404389175
test,after,macro_f1,0.5402570630562723
test,after,log_loss,1.1022683497939783
test,after,brier_multiclass,0.5868473483746827
test,after,ece_15bin,0.058702372218147385
test,after,top1_prob_mean,0.4970443844795227
test,after,top1_prob_p25,0.3960260599851608
test,after,top1_prob_p50,0.4805225431919098
test,after,top1_prob_p75,0.5660044550895691
test,after,top1_top2_margin_mean,0.22154204547405243
test,after,predictive_entropy_mean,1.1945757865905762
test,after,n,1427.0
—,—,fitted_temperature,1.3381130695343018
—,—,lbfgs_n_closures,19.0
—,—,final_val_nll,1.1277050971984863
