split,stage,metric,value
train,before,accuracy,0.7623206487835309
train,before,balanced_accuracy,0.7619533481429029
train,before,macro_f1,0.7619980673236598
train,before,log_loss,0.5907560880005962
train,before,brier_multiclass,0.332131603633181
train,before,ece_15bin,0.07408264081829871
train,before,top1_prob_mean,0.6886789798736572
train,before,top1_prob_p25,0.5368850082159042
train,before,top1_prob_p50,0.6754660904407501
train,before,top1_prob_p75,0.8554550260305405
train,before,top1_top2_margin_mean,0.466129869222641
train,before,predictive_entropy_mean,0.7313672304153442
train,before,n,6412.0
train,after,accuracy,0.7623206487835309
train,after,balanced_accuracy,0.7619533481429029
train,after,macro_f1,0.7619980673236598
train,after,log_loss,0.7838508799484633
train,after,brier_multiclass,0.417715018176231
train,after,ece_15bin,0.24338956853039026
train,after,top1_prob_mean,0.5192980170249939
train,after,top1_prob_p25,0.4059745594859123
train,after,top1_prob_p50,0.4972897619009018
train,after,top1_prob_p75,0.6093264669179916
train,after,top1_top2_margin_mean,0.25168681144714355
train,after,predictive_entropy_mean,1.1470680236816406
train,after,n,6412.0
val,before,accuracy,0.504874651810585
val,before,balanced_accuracy,0.5048754988323291
val,before,macro_f1,0.5070109767139287
val,before,log_loss,1.3799541624263452
val,before,brier_multiclass,0.6449139266936764
val,before,ece_15bin,0.16284524149217317
val,before,top1_prob_mean,0.6677199006080627
val,before,top1_prob_p25,0.5185758173465729
val,before,top1_prob_p50,0.6501354873180389
val,before,top1_prob_p75,0.818118616938591
val,before,top1_top2_margin_mean,0.4338960349559784
val,before,predictive_entropy_mean,0.7764010429382324
val,before,n,1436.0
val,after,accuracy,0.504874651810585
val,after,balanced_accuracy,0.5048754988323291
val,after,macro_f1,0.5070109767139287
val,after,log_loss,1.1785374930360197
val,after,brier_multiclass,0.6053047679507975
val,after,ece_15bin,0.02557103854700052
val,after,top1_prob_mean,0.5028289556503296
val,after,top1_prob_p25,0.38996561616659164
val,after,top1_prob_p50,0.4872538894414902
val,after,top1_prob_p75,0.5855599790811539
val,after,top1_top2_margin_mean,0.23084180057048798
val,after,predictive_entropy_mean,1.177976131439209
val,after,n,1436.0
test,before,accuracy,0.5080588647512263
test,before,balanced_accuracy,0.5082144552577025
test,before,macro_f1,0.5044980959548176
test,before,log_loss,1.1921775722006598
test,before,brier_multiclass,0.6261250193365079
test,before,ece_15bin,0.1269467614836516
test,before,top1_prob_mean,0.6335852146148682
test,before,top1_prob_p25,0.48806653916835785
test,before,top1_prob_p50,0.5958627462387085
test,before,top1_prob_p75,0.7844741344451904
test,before,top1_top2_margin_mean,0.3883938491344452
test,before,predictive_entropy_mean,0.8390740156173706
test,before,n,1427.0
test,after,accuracy,0.5080588647512263
test,after,balanced_accuracy,0.5082144552577025
test,after,macro_f1,0.5044980959548176
test,after,log_loss,1.1178787021983565
test,after,brier_multiclass,0.6002931159271672
test,after,ece_15bin,0.04355894520972773
test,after,top1_prob_mean,0.4766468405723572
test,after,top1_prob_p25,0.36372271180152893
test,after,top1_prob_p50,0.4453166425228119
test,after,top1_prob_p75,0.5617632865905762
test,after,top1_top2_margin_mean,0.2033601999282837
test,after,predictive_entropy_mean,1.22425377368927
test,after,n,1427.0
—,—,fitted_temperature,2.107374429702759
—,—,lbfgs_n_closures,28.0
—,—,final_val_nll,1.1785374879837036
