split,stage,metric,value
train,before,accuracy,0.6216552582451773
train,before,balanced_accuracy,0.6213983733211434
train,before,macro_f1,0.6119685047222008
train,before,log_loss,0.8934310689903276
train,before,brier_multiclass,0.48707330424568634
train,before,ece_15bin,0.030768759330756627
train,before,top1_prob_mean,0.5910077691078186
train,before,top1_prob_p25,0.44698645174503326
train,before,top1_prob_p50,0.5530991852283478
train,before,top1_prob_p75,0.7201711684465408
train,before,top1_top2_margin_mean,0.339213103055954
train,before,predictive_entropy_mean,0.9622447490692139
train,before,n,6428.0
train,after,accuracy,0.6216552582451773
train,after,balanced_accuracy,0.6213983733211434
train,after,macro_f1,0.6119685047222008
train,after,log_loss,0.9383305651048109
train,after,brier_multiclass,0.501869906070799
train,after,ece_15bin,0.10203370242133301
train,after,top1_prob_mean,0.5197292566299438
train,after,top1_prob_p25,0.38906462490558624
train,after,top1_prob_p50,0.488169327378273
train,after,top1_prob_p75,0.6193813234567642
train,after,top1_top2_margin_mean,0.25718677043914795
train,after,predictive_entropy_mean,1.1437112092971802
train,after,n,6428.0
val,before,accuracy,0.5183098591549296
val,before,balanced_accuracy,0.5173093946443054
val,before,macro_f1,0.5143312195870272
val,before,log_loss,1.2570083912291405
val,before,brier_multiclass,0.620168910135088
val,before,ece_15bin,0.04104190397430474
val,before,top1_prob_mean,0.5584924817085266
val,before,top1_prob_p25,0.4281226918101311
val,before,top1_prob_p50,0.5337626934051514
val,before,top1_prob_p75,0.6696337461471558
val,before,top1_top2_margin_mean,0.2960238456726074
val,before,predictive_entropy_mean,1.0439984798431396
val,before,n,1420.0
val,after,accuracy,0.5183098591549296
val,after,balanced_accuracy,0.5173093946443054
val,after,macro_f1,0.5143312195870272
val,after,log_loss,1.2244426028397337
val,after,brier_multiclass,0.6169060906903036
val,after,ece_15bin,0.05690662055997782
val,after,top1_prob_mean,0.48628270626068115
val,after,top1_prob_p25,0.37117595970630646
val,after,top1_prob_p50,0.4667591452598572
val,after,top1_prob_p75,0.5708404928445816
val,after,top1_top2_margin_mean,0.21664857864379883
val,after,predictive_entropy_mean,1.2230466604232788
val,after,n,1420.0
test,before,accuracy,0.48563419761737914
test,before,balanced_accuracy,0.48594490538831564
test,before,macro_f1,0.47733790887473315
test,before,log_loss,1.2612387326208492
test,before,brier_multiclass,0.65107987549892
test,before,ece_15bin,0.07985155744910159
test,before,top1_prob_mean,0.5654857754707336
test,before,top1_prob_p25,0.42922264337539673
test,before,top1_prob_p50,0.5330231189727783
test,before,top1_prob_p75,0.6822269558906555
test,before,top1_top2_margin_mean,0.30440500378608704
test,before,predictive_entropy_mean,1.018365502357483
test,before,n,1427.0
test,after,accuracy,0.48563419761737914
test,after,balanced_accuracy,0.48594490538831564
test,after,macro_f1,0.47733790887473315
test,after,log_loss,1.219745985640438
test,after,brier_multiclass,0.6379272650525395
test,after,ece_15bin,0.04637887136202721
test,after,top1_prob_mean,0.495369017124176
test,after,top1_prob_p25,0.372477188706398
test,after,top1_prob_p50,0.4673107862472534
test,after,top1_prob_p75,0.5815761685371399
test,after,top1_top2_margin_mean,0.22629068791866302
test,after,predictive_entropy_mean,1.1929482221603394
test,after,n,1427.0
—,—,fitted_temperature,1.3783739805221558
