split,stage,metric,value
train,before,accuracy,0.7629444791016844
train,before,balanced_accuracy,0.7625803775018097
train,before,macro_f1,0.7612030804868901
train,before,log_loss,0.577052836495368
train,before,brier_multiclass,0.3256495029137322
train,before,ece_15bin,0.057228294864101706
train,before,top1_prob_mean,0.7057324051856995
train,before,top1_prob_p25,0.541058287024498
train,before,top1_prob_p50,0.7006672620773315
train,before,top1_prob_p75,0.888363391160965
train,before,top1_top2_margin_mean,0.49579259753227234
train,before,predictive_entropy_mean,0.6995592713356018
train,before,n,6412.0
train,after,accuracy,0.7629444791016844
train,after,balanced_accuracy,0.7625803775018097
train,after,macro_f1,0.7612030804868901
train,after,log_loss,0.7493067927037441
train,after,brier_multiclass,0.3968272810824466
train,after,ece_15bin,0.21867800075432994
train,after,top1_prob_mean,0.5442664623260498
train,after,top1_prob_p25,0.4189733788371086
train,after,top1_prob_p50,0.5156395137310028
train,after,top1_prob_p75,0.6589567512273788
train,after,top1_top2_margin_mean,0.2883332371711731
train,after,predictive_entropy_mean,1.1060000658035278
train,after,n,6412.0
val,before,accuracy,0.5132311977715878
val,before,balanced_accuracy,0.5131816578007476
val,before,macro_f1,0.5103120456441662
val,before,log_loss,1.3302452574996906
val,before,brier_multiclass,0.6468806270892247
val,before,ece_15bin,0.1681407959431327
val,before,top1_prob_mean,0.6810444593429565
val,before,top1_prob_p25,0.5334453731775284
val,before,top1_prob_p50,0.6743427813053131
val,before,top1_prob_p75,0.8386369049549103
val,before,top1_top2_margin_mean,0.4561990201473236
val,before,predictive_entropy_mean,0.7568339109420776
val,before,n,1436.0
val,after,accuracy,0.5132311977715878
val,after,balanced_accuracy,0.5131816578007476
val,after,macro_f1,0.5103120456441662
val,after,log_loss,1.1490637466240419
val,after,brier_multiclass,0.5968324273367962
val,after,ece_15bin,0.03997734965222128
val,after,top1_prob_mean,0.5213804244995117
val,after,top1_prob_p25,0.4060065746307373
val,after,top1_prob_p50,0.5000845193862915
val,after,top1_prob_p75,0.6127515286207199
val,after,top1_top2_margin_mean,0.2565307915210724
val,after,predictive_entropy_mean,1.1487125158309937
val,after,n,1436.0
test,before,accuracy,0.5101611772950245
test,before,balanced_accuracy,0.5103781680045426
test,before,macro_f1,0.49684229871415636
test,before,log_loss,1.2797068437285104
test,before,brier_multiclass,0.6473372323371966
test,before,ece_15bin,0.14649690661550654
test,before,top1_prob_mean,0.6548150181770325
test,before,top1_prob_p25,0.5080696642398834
test,before,top1_prob_p50,0.6311527490615845
test,before,top1_prob_p75,0.8016956746578217
test,before,top1_top2_margin_mean,0.4179786741733551
test,before,predictive_entropy_mean,0.806876540184021
test,before,n,1427.0
test,after,accuracy,0.5101611772950245
test,after,balanced_accuracy,0.5103781680045426
test,after,macro_f1,0.49684229871415636
test,after,log_loss,1.1468264813441238
test,after,brier_multiclass,0.6082478167338152
test,after,ece_15bin,0.0380847368130921
test,after,top1_prob_mean,0.4986894726753235
test,after,top1_prob_p25,0.38437119126319885
test,after,top1_prob_p50,0.47130125761032104
test,after,top1_prob_p75,0.5865250527858734
test,after,top1_top2_margin_mean,0.22926203906536102
test,after,predictive_entropy_mean,1.188786506652832
test,after,n,1427.0
—,—,fitted_temperature,2.015962839126587
—,—,lbfgs_n_closures,22.0
—,—,final_val_nll,1.1490638256072998
